Story ID	Area	Feature	User story	Expected behavior	Code refs	Automated coverage	Test status	Defect status	Priority	Notes
LCLI-IW-003	Implementation Workspace	Workspace tree, repo, and epic navigation	As a Developer, I want a workspace tree for repositories, queues, epics, and task groupings, so I can narrow implementation context quickly.	Tree state loads workspace repositories, repo groups, active/all toggles, work queues, epic task trees, orphan tasks, and selected workspace context without losing filters across navigation.	internal/webui/frontend/src/components/WorkspaceTree/WorkspaceTree.tsx; internal/webui/frontend/src/components/WorkspaceTree/nav/WorkQueueSection.tsx; internal/webui/frontend/src/components/WorkspaceTree/tree/EpicTaskTree.tsx; internal/webui/frontend/src/hooks/workspace/useWorkspaceTree.ts; internal/webui/frontend/src/hooks/workspace/useWorkspaceContext.tsx	internal/webui/frontend/src/components/WorkspaceTree/__tests__/WorkspaceTree.test.tsx; internal/webui/frontend/src/components/WorkspaceTree/nav/__tests__/WorkQueueSection.test.tsx; internal/webui/frontend/src/components/WorkspaceTree/tree/__tests__/EpicTaskTree.test.tsx; internal/webui/frontend/src/hooks/workspace/__tests__/useWorkspaceTree.test.ts; internal/webui/frontend/src/hooks/workspace/__tests__/useWorkspaceContext.test.tsx	Automated coverage found; not run	None logged	P1	Split from repository visibility because this is implementation navigation.
LCLI-IW-004	Implementation Workspace	Realtime task freshness and reconnect	As a Developer, I want workspace views to update when other agents change issues, so I do not implement from stale task state.	SSE subscriptions are scoped per workspace, reconnect with backoff, apply issue events idempotently, and surface connection errors in board, detail, and workspace-tree consumers.	internal/webui/frontend/src/api/common/sse.ts; internal/webui/frontend/src/hooks/common/useEventProvider.tsx; internal/webui/server/realtime/handler.go; internal/webui/subscription/module.go	test/fleetdb/ui/09-sse-realtime.spec.ts; test/fleetdb/ui/10-sse-reconnect.spec.ts; internal/webui/frontend/src/api/common/__tests__/sse.test.ts; internal/webui/frontend/src/hooks/common/__tests__/useEventProvider.test.tsx; internal/webui/server/realtime/handler_test.go	Automated coverage found; not run	None logged	P0	Developer-facing task freshness surface.
LCLI-IW-005	Implementation Workspace	Terminal tab metadata and reconnect	As a Developer, I want terminal tabs to attach, restore, and reconnect to live or historical sessions, so shell and agent work remains usable after navigation or disconnects.	Terminal routes issue tokens, persist tab metadata, open WebSocket PTYs, restore agent terminals when allowed, reconnect closed transports, and expose setup/state endpoints.	internal/webui/handlers/terminal/module.go; internal/webui/handlers/terminal/tab_module.go; internal/webui/handlers/terminal/terminal.go; internal/webui/terminal/pty_manager.go; internal/webui/frontend/src/components/TerminalView/TerminalView.tsx; internal/webui/frontend/src/components/TerminalView/tabs/TerminalTabBar.tsx	test/fleetdb/ui/16-terminal-fleetdb.spec.ts; internal/webui/handlers/terminal/module_test.go; internal/webui/terminal/pty_manager_test.go; internal/webui/frontend/src/components/TerminalView/__tests__/TerminalView.test.tsx; internal/webui/frontend/src/components/TerminalView/tabs/__tests__/TerminalTabBar.test.tsx; internal/webui/frontend/tests/e2e/terminal-disconnect-reconnect.spec.ts	Automated coverage found; not run; Manual pending	None logged	P0	Real PTY/browser validation was not run.
LCLI-IW-006	Implementation Workspace	Terminal split panes, backend prompts, and notes	As a Developer, I want terminal layout controls, backend prompts, and notes to stay workspace-scoped, so local implementation sessions are organized and recoverable.	Terminal UI supports split panes, session naming, backend selection, no-backend empty states, notes, help controls, tab ordering, unread state, and stable per-workspace tab groups.	internal/webui/frontend/src/components/TerminalView/layout/useSplitView.ts; internal/webui/frontend/src/components/TerminalView/layout/NewTerminalTabMenu.tsx; internal/webui/frontend/src/components/TerminalView/layout/BackendPickerPrompt.tsx; internal/webui/frontend/src/components/TerminalView/controls/NotesBar.tsx; internal/webui/frontend/src/components/TerminalView/tabs/useWorkspaceTabState.ts	internal/webui/frontend/src/components/TerminalView/layout/__tests__/useSplitView.test.ts; internal/webui/frontend/src/components/TerminalView/layout/__tests__/NewTerminalTabMenu.test.tsx; internal/webui/frontend/src/components/TerminalView/layout/__tests__/BackendPickerPrompt.test.tsx; internal/webui/frontend/src/components/TerminalView/controls/__tests__/NotesBar.test.tsx; internal/webui/frontend/src/components/TerminalView/tabs/__tests__/useWorkspaceTabState.test.tsx	Automated coverage found; not run	None logged	P1	Split detailed terminal workspace UX from PTY reconnect.
LCLI-IW-007	Implementation Workspace	Files and open-in-editor	As a Developer, I want to browse workspace files and open or edit permitted files, so I can inspect implementation context without leaving Loom.	File APIs list trees, read file contents, save permitted edits, and launch configured editors while blocking traversal and paths outside the workspace.	internal/webui/handlers/misc/files.go; internal/webui/handlers/misc/editors.go; internal/webui/frontend/src/components/FileExplorer/FileExplorer.tsx; internal/webui/frontend/src/components/FileEditorPanel/FileEditorPanel.tsx	internal/webui/handlers/misc/files_test.go; internal/webui/handlers/misc/editors_test.go; internal/webui/frontend/src/components/FileExplorer/__tests__/FileExplorer.test.tsx; internal/webui/frontend/src/components/FileEditorPanel/__tests__/FileEditorPanel.test.tsx	Automated coverage found; not run	None logged	P1	Path traversal cases should stay security-reviewed.
LCLI-IW-008	Implementation Workspace	Git sync and conflict recovery	As a Developer, I want push, pull, and sync flows to report conflicts clearly, so my implementation branch can reach the remote without overwriting others.	Git commands and APIs report status, handle pull/rebase/push/sync flows, surface conflicts and credential errors, and keep issue/worktree context attached.	internal/cli/git/sync.go; internal/cli/git/pull.go; internal/cli/git/push.go; internal/ops/gitops.go; internal/webui/handlers/git/git.go	internal/cli/git/sync_test.go; internal/cli/git/pull_test.go; internal/cli/git/push_test.go; internal/webui/handlers/git/git_test.go	Automated coverage found; not run	None logged	P0	Manual conflict-path validation remains important before release.
LCLI-IW-009	Implementation Workspace	Destructive reset safeguards	As a Developer, I want reset actions to make destructive scope explicit, so I do not lose unrelated workspace or agent changes.	Reset surfaces require explicit targets or force where appropriate, respect active-agent locks and protected branches, and avoid deleting unrelated workspace state.	internal/cli/git/reset.go; internal/ops/gitops.go; internal/webui/handlers/git/git.go	internal/cli/git/reset_test.go; internal/webui/handlers/git/git_test.go	Automated coverage found; not run	None logged	P0	Destructive-path review should be repeated when reset UX changes.
LCLI-IW-010	Implementation Workspace	Agent branch diff and changed-file review	As a Developer, I want agent branch status, changed files, and patch diffs in the workspace, so I can inspect implementation output before PR handoff.	UI git routes show branch status, ahead/behind counts, target branch changes, diff file lists, patches, conflict states, and push/pull/sync/PR/reset actions for the selected agent/workspace.	internal/webui/handlers/git/git.go; internal/webui/handlers/git/diff.go; internal/webui/frontend/src/components/AgentDetailPanel/GitTab.tsx; internal/webui/frontend/src/components/AgentDetailPanel/DiffTab.tsx; internal/webui/frontend/src/components/AgentDetailPanel/DiffFileViewer.tsx	test/fleetdb/ui/17-files-diff-fleetdb.spec.ts; internal/webui/handlers/git/diff_test.go; internal/webui/frontend/src/components/AgentDetailPanel/GitTab.test.tsx; internal/webui/frontend/src/components/AgentDetailPanel/DiffTab.test.tsx; internal/webui/frontend/src/components/AgentDetailPanel/__tests__/DiffFileViewer.test.tsx	Automated coverage found; not run	None logged	P0	Split visual diff review from git synchronization.
LCLI-IW-011	Implementation Workspace	Session history and transcript browsing	As a Developer, I want issue-linked session history, transcripts, and diffs, so I can understand what happened during an implementation run.	Session APIs list runs, expose transcript chunks, show diff summaries, preserve workspace and issue linkage, and render session timelines/details without fabricated evidence.	internal/webui/handlers/issues/session_history.go; internal/webui/handlers/issues/session_module.go; internal/sessions/store.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/SessionHistorySection.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sessions/SessionDetailView.tsx	internal/webui/handlers/issues/session_history_test.go; internal/webui/handlers/issues/session_module_test.go; internal/sessions/store_test.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/__tests__/SessionHistorySection.test.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sessions/__tests__/SessionDetailView.test.tsx	Automated coverage found; not run	None logged	P0	AGENTS.md forbids fabricated evidence.
LCLI-IW-012	Implementation Workspace	Task-run artifacts and patchbacks	As a Developer, I want task-run logs, artifacts, patches, and test or push evidence attached to my task, so I can verify agent output after execution.	Runners stream logs, persist artifacts, record patchbacks and diffs from real sessions, attach them to issue history, and reject fabricated local evidence as product proof.	internal/driver/task_bridge_artifacts.go; internal/driver/task_bridge_session.go; internal/webui/handlers/taskrunapi/artifacts.go; internal/sessions/transcript_usage.go; .agent-skills/loom-pr-test/SKILL.md	internal/driver/task_bridge_test.go; internal/driver/patchback_test.go; internal/webui/handlers/taskrunapi/runner_e2e_test.go; internal/sessions/transcript_usage_test.go; test/local-mode/verify-local-mode.sh	Automated coverage found; not run; Manual pending	None logged	P0	Runbook requires real sessions, transcripts, and diffs; not executed in this mapping.
LCLI-IW-013	Implementation Workspace	Task comments and lifecycle activity	As a Developer, I want comments and lifecycle events on my task, so implementation handoffs preserve context and decisions.	Comments can be added, listed, and rendered with author and time metadata; issue events record lifecycle changes in order and remain visible from task detail.	internal/webui/handlers/issues/comments.go; internal/webui/handlers/issues/events.go; internal/webui/frontend/src/components/IssueDetailPanel/sections/ActivityLog.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/CommentForm.tsx	test/fleetdb/ui/07-comments.spec.ts; internal/webui/handlers/issues/comments_test.go; internal/webui/handlers/issues/events_test.go; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/ActivityLog.test.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/CommentForm.test.tsx	Automated coverage found; not run	None logged	P1	Implementation handoff context is distinct from review acceptance context.
LCLI-IW-014	Implementation Workspace	Task-card agent and run indicators	As a Developer, I want task cards to show agent and run state, so I can tell whether work is active, stale, failed, or ready for me to pick up.	Task cards render assigned or active agent identity, lifecycle badge, latest run summary, stale/offline/failure states, and compact recovery context without requiring issue-detail drilldown.	internal/webui/frontend/src/components/IssueCard/cardAgentView.ts; internal/webui/frontend/src/components/IssueCard/AgentRow.tsx; internal/webui/frontend/src/components/IssueCard/IssueCard.tsx	internal/webui/frontend/src/components/IssueCard/__tests__/cardAgentView.test.ts; internal/webui/frontend/src/components/IssueCard/__tests__/AgentRow.test.tsx; internal/webui/frontend/src/components/IssueCard/__tests__/IssueCard.agentRow.test.tsx	Automated coverage found; not run	None logged	P0	Doc-backed by agent-run UX task-card indicators.
LCLI-IW-015	Implementation Workspace	Agent-run preflight and recovery UX	As a Developer, I want preflight and runtime failures classified with recovery actions, so I can fix missing tools, auth, worktrees, gates, or stale runners without guessing.	Preflight checks fail before model invocation when possible; runtime errors carry stable classes, command/output excerpts, stale-run signals, partial artifacts, and permission-aware retry or repair actions.	internal/runtimepreflight/preflight.go; internal/webui/handlers/workflows/preflight.go; internal/cli/backendcheck/backendcheck.go; internal/agenterr/classify.go; internal/cli/daemon/supervisor/backend.go; internal/cli/daemon/supervisor/classify.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/SessionDetailView.tsx	internal/runtimepreflight/preflight_test.go; internal/webui/handlers/workflows/preflight_test.go; internal/cli/backendcheck/backendcheck_test.go; internal/agenterr/classify_test.go; internal/cli/daemon/supervisor/backend_unavailable_test.go; internal/cli/daemon/supervisor/spawn_failure_restart_test.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/__tests__/SessionDetailView.test.tsx	Automated coverage found; not run; Needs coverage	None logged	P0	Recovery action UI appears partial; mapped from failure-modes recovery doc.
LCLI-IW-016	Implementation Workspace	Completed ephemeral worker history	As a Developer, I want completed ephemeral workers and cleanup-safe run history preserved, so short-lived task attempts remain inspectable after agents stop.	Ephemeral worker entries appear in agent rails or detail surfaces, preserve session and artifact links, distinguish cleanup-safe metadata from live workers, and avoid hiding completed task attempts.	internal/webui/frontend/src/components/AgentIconRail/AgentIconRail.tsx; internal/webui/frontend/src/components/AgentDetailMain/AgentDetailMain.tsx; internal/webui/frontend/src/components/AgentWorkPanel/AgentWorkPanel.tsx; internal/cli/daemon/daemon_control.go; internal/cli/daemon/supervisor/supervisor.go; internal/webui/svcimpl/session_service.go	internal/webui/frontend/src/components/AgentIconRail/AgentIconRail.test.ts; internal/webui/frontend/src/components/AgentDetailMain/AgentDetailMain.test.tsx; internal/cli/daemon/daemon_control_test.go; internal/cli/daemon/supervisor/ephemeral_test.go; internal/webui/svcimpl/session_service_test.go	Automated coverage found; not run; Needs coverage	None logged	P1	Actual delete/archive/rerun cleanup actions should be validated separately.
LCLI-RA-001	Review & Acceptance	Review queue and PR triage	As a Staff / Tech Lead, I want one workspace queue for review-stage work and pull requests, so I can decide what needs acceptance next.	Review-stage issues, PR-linked issues, and unlinked GitHub PRs appear in the workspace review queue; GitHub metadata enriches rows when available; metadata failures degrade to warnings; current UI supports the implemented all, review, open, and merged filters.	internal/webui/frontend/src/views/PRsPage.tsx; internal/webui/handlers/git/pull_requests.go; internal/cli/git/pr_list.go	internal/webui/frontend/src/views/__tests__/PRsPage.test.ts; internal/cli/git/pr_list_test.go; internal/webui/handlers/git/git_test.go	Automated coverage found; not run	None logged	P0	Draft/changes-requested filters and grouping remain PR-review-spec gaps.
LCLI-RA-002	Review & Acceptance	PR review workspace detail	As a Staff / Tech Lead, I want a PR review workspace linked to Loom issues, so review status, comments, and acceptance context stay in one place.	Linked PR review rows can open the current review workspace, preserve issue links, and degrade clearly on GitHub metadata errors; unlinked PRs currently route externally rather than into a Loom PR detail page.	internal/webui/frontend/src/views/PRsPage.tsx; internal/webui/frontend/src/views/PRReviewWorkspace.tsx; internal/webui/handlers/git/pull_requests.go	internal/webui/frontend/src/views/__tests__/PRsPage.test.ts; internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx; internal/cli/git/pr_list_test.go	Automated coverage found; not run; Live account manual pending	None logged	P1	Taskless PR detail support is tracked separately as a spec gap.
LCLI-RA-003	Review & Acceptance	PR publishing handoff	As a Developer, I want Loom to publish reviewable pull requests from agent branches, so completed work can move into code review without losing branch context.	CLI and review surfaces create or reuse GitHub PRs, list PR state, and surface push, gh, or credential failures clearly.	internal/cli/git/pr.go; internal/cli/git/pr_list.go; internal/webui/handlers/git/pull_requests.go	internal/cli/git/pr_test.go; internal/cli/git/pr_list_test.go; internal/webui/handlers/git/git_test.go	Automated coverage found; not run; Live account manual pending	None logged	P1	Live GitHub PR creation requires credentials.
LCLI-RA-004	Review & Acceptance	Stacked PR review handoff	As a Staff / Tech Lead, I want stacked branch lineage published and restacked predictably, so multi-branch work can be reviewed in the intended order.	Stack publishing derives branch order, pushes and restacks branches, reconciles GitHub PRs, and stores stack metadata for later review updates.	internal/stacklineage/order.go; internal/stackpublish/reconciler.go; internal/stackpublish/forge_github.go; internal/stackpublish/restack.go; internal/stackstore/stackstore.go	internal/stacklineage/stacklineage_test.go; internal/stackpublish/plan_test.go; internal/stackpublish/restack_test.go; internal/stackpublish/stackpublish_e2e_test.go; internal/stackstore/stackstore_test.go	Automated coverage found; not run; Live account manual pending	None logged	P1	Live GitHub stack publishing requires credentials.
LCLI-RA-005	Review & Acceptance	Acceptance decisions and handoff context	As an Engineering Manager, I want approval, requested-changes, comments, and lifecycle history captured with the work item, so acceptance decisions remain auditable.	Issue review flows can close approved work, reopen work needing changes, preserve comments and activity, and keep handoff context visible in issue detail; GitHub-native approve/request-changes actions are not implemented as server routes yet.	internal/webui/frontend/src/views/PRReviewWorkspace.tsx; internal/cli/data/update.go; internal/webui/handlers/issues/comments.go; internal/webui/frontend/src/components/IssueDetailPanel/sections/CommentForm.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/ActivityLog.tsx	internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx; internal/cli/data/update_test.go; internal/webui/handlers/issues/comments_test.go; test/fleetdb/ui/07-comments.spec.ts; test/fleetdb/ui/11-update-flow.spec.ts; test/fleetdb/ui/12-close-reopen-flow.spec.ts	Automated coverage found; not run	None logged	P0	GitHub review decisions are tracked separately as a PR-review-spec gap.
LCLI-RA-006	Review & Acceptance	Review discussion timeline	As a Staff / Tech Lead, I want comments and lifecycle events visible on review items, so acceptance decisions have durable context.	Review items show ordered comments, author and time metadata, lifecycle events, and acceptance-related updates without losing issue context.	internal/webui/handlers/issues/comments.go; internal/webui/handlers/issues/events.go; internal/webui/frontend/src/components/IssueDetailPanel/sections/ActivityLog.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/CommentForm.tsx	test/fleetdb/ui/07-comments.spec.ts; internal/webui/handlers/issues/comments_test.go; internal/webui/handlers/issues/events_test.go; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/ActivityLog.test.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/CommentForm.test.tsx	Automated coverage found; not run	None logged	P1	Split discussion timeline from acceptance state transitions.
LCLI-RA-007	Review & Acceptance	Realtime review state updates	As a Developer, I want review queues and issue detail to update when other agents or reviewers change work, so I do not accept or continue stale work.	Workspace event streams reconnect, apply issue changes idempotently, refresh board and detail state, and surface connection errors when review state may be stale.	internal/webui/frontend/src/api/common/sse.ts; internal/webui/frontend/src/hooks/common/useEventProvider.tsx; internal/webui/server/realtime/handler.go; internal/webui/subscription/module.go	test/fleetdb/ui/09-sse-realtime.spec.ts; test/fleetdb/ui/10-sse-reconnect.spec.ts; internal/webui/frontend/src/api/common/__tests__/sse.test.ts; internal/webui/server/realtime/handler_test.go	Automated coverage found; not run	None logged	P0	Stale review state is an acceptance risk.
LCLI-RA-008	Review & Acceptance	Session transcript drilldown	As a Staff / Tech Lead, I want session transcripts and task-run artifacts linked to review items, so I can verify what actually happened before accepting work.	Session APIs list runs, expose transcript chunks, attach real logs and artifacts, and tie evidence to the correct workspace and issue.	internal/webui/handlers/issues/session_history.go; internal/webui/handlers/issues/session_module.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/SessionHistorySection.tsx; internal/driver/task_bridge_artifacts.go; internal/driver/task_bridge_session.go; internal/sessions/store.go	internal/webui/handlers/issues/session_history_test.go; internal/webui/handlers/issues/session_module_test.go; internal/webui/frontend/src/components/IssueDetailPanel/sessions/__tests__/SessionHistorySection.test.tsx; internal/driver/task_bridge_test.go; internal/driver/patchback_test.go; internal/sessions/store_test.go	Automated coverage found; not run; Manual pending	None logged	P0	Splits transcript evidence out of generic review artifacts.
LCLI-RA-009	Review & Acceptance	Diff and changed-file review	As a Developer, I want branch status, changed files, and patches available during review, so I can inspect the exact code delta before handoff or acceptance.	Review surfaces show branch state, ahead and behind counts, changed-file lists, patches, conflict states, and selected agent/workspace scope.	internal/webui/handlers/git/git.go; internal/webui/handlers/git/diff.go; internal/webui/frontend/src/components/AgentDetailPanel/GitTab.tsx; internal/webui/frontend/src/components/AgentDetailPanel/DiffTab.tsx	test/fleetdb/ui/17-files-diff-fleetdb.spec.ts; internal/webui/handlers/git/diff_test.go; internal/webui/frontend/src/components/AgentDetailPanel/GitTab.test.tsx; internal/webui/frontend/src/components/AgentDetailPanel/DiffTab.test.tsx	Automated coverage found; not run	None logged	P0	Split code delta review from transcript review.
LCLI-RA-010	Review & Acceptance	Deep-linkable PR detail page	As a Staff / Tech Lead, I want linked and taskless PRs to open a Loom PR detail page, so all review work can be inspected without leaving the workspace.	The PR-review spec calls for `/ws/:ws/prs/:repo/:number` detail routes with headers, checks, decisions, task links, and taskless PR support; current routing only exposes the PR queue and task-linked review workspace.	internal/webui/frontend/src/router.tsx; internal/webui/frontend/src/views/PRsPage.tsx; internal/webui/frontend/src/views/PRReviewWorkspace.tsx	internal/webui/frontend/src/views/__tests__/PRsPage.test.ts; internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx	Needs coverage	Open: PR detail route and taskless Loom PR page not implemented	P1	Doc-backed gap from PR review spec.
LCLI-RA-011	Review & Acceptance	PR-ref diff inspection without worktree	As a Developer, I want PR diffs fetched from PR refs without requiring a local agent worktree, so external or taskless PRs can still be reviewed in Loom.	The PR-review spec calls for pull-request file-list and per-file patch endpoints backed by fetched PR refs; current backend has PR listing plus agent/worktree diff routes.	internal/webui/handlers/git/module.go; internal/webui/handlers/git/pull_requests.go; internal/webui/handlers/git/diff.go; internal/webui/frontend/src/views/PRReviewWorkspace.tsx	internal/webui/handlers/git/diff_test.go; internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx	Needs coverage	Open: PR-ref files and patch endpoints not implemented	P1	Existing diff coverage is agent/worktree diff coverage, not PR-ref diff coverage.
LCLI-RA-012	Review & Acceptance	Persisted PR review agent lifecycle	As a Staff / Tech Lead, I want one persisted review agent per pull request, so agent review sessions survive reloads and do not duplicate across taskless and linked PRs.	The PR-review spec keys review agents by owner, repo, and number, creates an isolated review worktree, reuses existing live review agents, and tears them down on close or merge; current UI starts normal issue-scoped agents.	internal/webui/frontend/src/views/PRReviewWorkspace.tsx; internal/webui/frontend/src/components/CreateAgentModal/CreateAgentModal.tsx; internal/webui/handlers/agentcontrol/handlers.go	internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx; internal/webui/frontend/src/components/CreateAgentModal/__tests__/CreateAgentModal.test.tsx; internal/webui/handlers/agentcontrol/handlers_test.go	Needs coverage	Open: PR-keyed review-agent lifecycle not implemented	P1	Spec-only capability separated from implemented issue-scoped agent start.
LCLI-RA-013	Review & Acceptance	GitHub review decisions and merge gates	As a Staff / Tech Lead, I want Approve & merge and Request changes actions gated by checks, so PR decisions are enforced consistently and audited.	The PR-review spec calls for server routes that approve, merge, request changes, enforce CI status, update linked Loom tasks, and tear down review agents; current implementation only changes Loom issue status.	internal/webui/frontend/src/views/PRReviewWorkspace.tsx; internal/webui/handlers/git/pull_requests.go; internal/cli/git/pr.go	internal/webui/frontend/src/views/__tests__/PRReviewWorkspace.test.tsx; internal/cli/git/pr_test.go	Needs coverage	Open: GitHub approve/request-changes routes and server CI gate not implemented	P0	Do not treat current close/reopen issue flow as GitHub review enforcement.
LCLI-RA-014	Review & Acceptance	Task and epic PR chrome	As an Engineering Manager, I want task cards, issue detail, and epic rollups to expose linked PR state, so review readiness is visible from delivery views.	Task and epic surfaces render PR pills, issue-detail PR sections, branch and diff hints, and PR rollup chips without requiring users to open the PR queue first.	internal/webui/frontend/src/components/IssueDetailPanel/sections/PRSection.tsx; internal/webui/frontend/src/components/IssueCard/IssueCard.tsx; internal/webui/frontend/src/components/SwimLane/SwimLane.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/EpicRollup.tsx	internal/webui/frontend/src/components/IssueDetailPanel/__tests__/IssueDetailPanel.test.tsx; internal/webui/frontend/src/components/IssueCard/__tests__/IssueCard.test.tsx; internal/webui/frontend/src/components/SwimLane/__tests__/SwimLane.test.tsx; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/EpicRollup.test.tsx	Automated coverage found; not run	None logged	P1	Implemented PR chrome split out from broader review queue behavior.
LCLI-RC-001	Release Confidence	Clean-env gate execution	As an Engineering Manager, I want release gates run without leaked desktop workspace environment, so local failures reflect the change under test rather than the operator shell.	Gate commands can be run with inherited LOOM runtime variables cleared and standard Go/frontend checks before trusting failures; operators may add temporary HOME isolation when debugging desktop-launched shells.	Makefile; scripts/with-clean-loom-env.sh; docs/testing/README.md; scripts/check-go-api-staleness.sh	make gate; make check-go; make check-frontend	Automated coverage found; not run	None logged	P0	Script clears LOOM_* env; HOME isolation is a recommended operator wrapper, not built into the script.
LCLI-RC-002	Release Confidence	OpenAPI and generated-client freshness	As a Staff / Tech Lead, I want generated API clients checked against the committed OpenAPI schema, so release candidates do not ship stale frontend, Go, or documented API surfaces.	OpenAPI generation and committed generated clients are compared against api/openapi.yaml; generated drift is reported before release.	api/openapi.yaml; internal/webui/frontend/scripts/check-openapi-staleness.mjs; scripts/check-go-api-staleness.sh	make check-go-api-staleness; npm --prefix internal/webui/frontend run check:generated	Automated coverage found; not run	Open: route-inventory parity is not proven by the current staleness scripts	P0	Separate from SDK contract compatibility.
LCLI-RC-003	Release Confidence	SDK contract surface freeze	As a Developer, I want SDK contract tests to freeze driver and task-run API paths, fields, and errors, so workflow and runner code does not break after release.	SDK contract fixtures validate driver-op and task-run routes, auth inputs, error envelopes, and fallback behavior expected by workflow bundles and task runners.	sdk/api-surface.v1.json; sdk/contract.test.mjs; sdk/driver.js; sdk/runner.js; internal/webui/handlers/driverapi/module.go; internal/webui/handlers/taskrunapi/module.go	sdk/contract.test.mjs; npm --prefix sdk test; sdk/driver.test.mjs; sdk/runner.test.mjs	Automated coverage found; not run	None logged	P0	Split SDK compatibility from generated-client freshness.
LCLI-RC-004	Release Confidence	Built-in workflow source validation	As a Staff / Tech Lead, I want built-in workflows validated from source, so release candidates do not depend on stale generated bundle output.	Built-ins load from source, preserve trusted stamps where appropriate, validate Flue source layout, and keep generated bundle output out of git.	internal/workflows/workflows.go; internal/workflows/source_layout.go; internal/workflows/builtin/epic-runner.ts; internal/workflows/FLUE_COMMIT	internal/workflows/workflows_test.go; internal/workflows/materialize_test.go; internal/workflows/builtin/epic-runner.test.mjs; make test-builtin-workflows	Automated coverage found; not run	None logged	P0	AGENTS.md says edit builtin source, not generated dist.
LCLI-RC-005	Release Confidence	Local-mode agent pickup smoke	As an Engineering Manager, I want local-mode smoke evidence that real agents pick up and finish work, so demo and release confidence is based on real runtime behavior.	Local-mode scripts launch FleetDB, serve, web UI, and agents; verification observes pickup, status movement, sessions, transcripts, and diffs from real runs.	Makefile; docs/product/local-mode-product-spec.md; .agent-skills/loom-pr-test/SKILL.md; test/local-mode/verify-local-mode.sh; test/local-mode/verify-agent-routing.py	make local-mode-verify; make local-mode-codex-verify	Automated coverage found; not run; Manual pending	None logged	P0	Local-mode smoke is evidence here, not a feature group.
LCLI-RC-006	Release Confidence	FleetDB browser release smoke	As a Staff / Tech Lead, I want FleetDB-backed browser smoke coverage across core workflows, so UI release readiness is checked against real routing and backend behavior.	FleetDB UI specs run against a prepared real stack and cover routed backlog, review, settings, comments, dependencies, terminal, files, diff, and agent workflows.	test/fleetdb/ui/README.md; test/fleetdb/ui/01-kanban.spec.ts; test/fleetdb/ui/07-comments.spec.ts; test/fleetdb/ui/16-terminal-fleetdb.spec.ts; test/fleetdb/ui/17-files-diff-fleetdb.spec.ts	make test-fleetdb-ui; make gate-e2e-full	Automated coverage found; not run; Manual pending	None logged	P0	FleetDB UI tests are evidence here, not a feature group.
LCLI-RC-007	Release Confidence	Distributed smoke release readiness	As an Engineering Manager, I want distributed smoke evidence before release, so cross-node routing, claims, realtime reconnect, transcripts, and WebUI health do not regress.	Distributed smoke builds and starts real services, verifies claim contention, SSE reconnect, cross-node transcripts, and WebUI health before release confidence is claimed.	test/distributed/smoke.sh; Makefile; internal/webui/server/realtime/handler.go; internal/driver/task_worker.go	make test-distributed-smoke; make gate-e2e-full	Automated coverage found; not run; Manual pending	None logged	P0	Distributed smoke is evidence here, not a feature group.
LCLI-RC-008	Release Confidence	Task-run scheduling and retry confidence	As a Staff / Tech Lead, I want task-run scheduling, retry, and terminal outcomes visible before release, so unschedulable or flaky execution does not hide behind green UI checks.	Scheduler records eligibility, leases, heartbeats, retryable failures, stale sweeps, and terminal success or failure for task runs.	internal/driver/task_scheduling.go; internal/driver/task_worker.go; internal/driver/task_retry.go; internal/driver/stale_task_sweeper.go	internal/driver/task_worker_test.go; internal/driver/task_retry_test.go; internal/driver/stale_task_sweeper_test.go	Automated coverage found; not run	None logged	P0	Release confidence view of runtime execution health.
